"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002369","GO:0002369","T cell cytokine production","6/1211","48/28943",0.014510565745325,0.0378377475759491,0.0207714901792626,"Rsad2/Slc11a1/Il1b/Tnfrsf1b/B2m/Vsir",6
"GO:0032620","GO:0032620","interleukin-17 production","6/1211","48/28943",0.014510565745325,0.0378377475759491,0.0207714901792626,"Ccn1/Nckap1l/Myd88/Il15/Rftn1/Vsir",6
"GO:0050856","GO:0050856","regulation of T cell receptor signaling pathway","6/1211","48/28943",0.014510565745325,0.0378377475759491,0.0207714901792626,"Lgals3/Laptm5/Ptpn6/Rab29/Elf1/Nectin2",6
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","6/1211","48/28943",0.014510565745325,0.0378377475759491,0.0207714901792626,"Anxa1/Zfp36/Zfp36l1/Rest/Eif4ebp1/Akap13",6
"GO:1900077","GO:1900077","negative regulation of cellular response to insulin stimulus","6/1211","48/28943",0.014510565745325,0.0378377475759491,0.0207714901792626,"Socs3/Enpp1/Il1b/Prkcd/Ybx1/Socs1",6
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation","5/1211","35/28943",0.0145446653331581,0.0378377475759491,0.0207714901792626,"Plk1/Cenpa/Itgb1/Nde1/Mad2l1",5
"GO:0001958","GO:0001958","endochondral ossification","5/1211","35/28943",0.0145446653331581,0.0378377475759491,0.0207714901792626,"Col1a1/Mmp14/Enpp1/Foxc1/Tmem119",5
"GO:0002063","GO:0002063","chondrocyte development","5/1211","35/28943",0.0145446653331581,0.0378377475759491,0.0207714901792626,"Serpinh1/Ecm1/Tgfbr2/Sulf1/Col27a1",5
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","5/1211","35/28943",0.0145446653331581,0.0378377475759491,0.0207714901792626,"Bst2/Hmox1/Vsir/Axl/Angpt1",5
"GO:0036075","GO:0036075","replacement ossification","5/1211","35/28943",0.0145446653331581,0.0378377475759491,0.0207714901792626,"Col1a1/Mmp14/Enpp1/Foxc1/Tmem119",5
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","5/1211","35/28943",0.0145446653331581,0.0378377475759491,0.0207714901792626,"Ccl3/Tyrobp/Trem2/Ninj1/Csf1",5
"GO:0097345","GO:0097345","mitochondrial outer membrane permeabilization","5/1211","35/28943",0.0145446653331581,0.0378377475759491,0.0207714901792626,"Eya2/Ier3/Bak1/Casp6/Bax",5
"GO:0060711","GO:0060711","labyrinthine layer development","7/1211","62/28943",0.0146423368381344,0.0380741544245082,0.0209012685843672,"Ccn1/Socs3/Spint1/Zfp36l1/Adm/Vcam1/Bmp7",7
"GO:0042594","GO:0042594","response to starvation","15/1211","191/28943",0.0147228059602517,0.0382165489307026,0.020979437774567,"Plin2/Angptl4/Zfp36/Dap/Fas/Rnase4/Nfe2l2/Cdkn1a/Eif2ak2/Eif4ebp1/Lamp2/Slc2a1/Plin3/Ralb/Jun",15
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","15/1211","191/28943",0.0147228059602517,0.0382165489307026,0.020979437774567,"Cxcl10/Gimap5/P2ry6/Ctss/Trem2/Flna/Capn3/Kcne1l/Bak1/Ifngr1/Edn1/Cav1/Bax/P2rx4/F2r",15
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","12/1211","140/28943",0.0147243907503046,0.0382165489307026,0.020979437774567,"Col1a1/Dab2/Adgra2/Lrrk1/Sulf1/Ccn4/Pbxip1/Sox4/Cav1/Nfkb1/Mbd2/Sall1",12
"GO:1904892","GO:1904892","regulation of receptor signaling pathway via STAT","12/1211","140/28943",0.0147243907503046,0.0382165489307026,0.020979437774567,"Cyp1b1/Socs3/Ptprc/Parp14/Irf1/Cxcl5/Bcl3/Il10rb/Gadd45a/Cav1/Leprot/Socs1",12
"GO:0016053","GO:0016053","organic acid biosynthetic process","21/1211","299/28943",0.0149060343772926,0.0386700780672607,0.0212284080915003,"Anxa1/Hacd4/Tbxas1/Il1b/Alox5ap/Pla2g4a/Aldh1a2/Hpgds/Rbp1/Syk/Plod2/Ptges/Fabp5/Edn1/Elovl1/Ggt5/Gstm4/Ptgs2/Ptgs1/Mtap/Shmt2",21
"GO:0060491","GO:0060491","regulation of cell projection assembly","16/1211","209/28943",0.0150411703186541,0.0390025902568433,0.0214109446884935,"Rac2/Icam1/Prkcd/Abi3/Pfn1/Arap1/Eps8/Myo10/Podxl/Dpysl3/Nrp1/Plce1/Cav1/Cdc42ep4/Rhog/Tgfbr1",16
"GO:0007492","GO:0007492","endoderm development","8/1211","77/28943",0.0150759382284535,0.0390114773615251,0.0214158233723329,"Col5a2/Fn1/Angpt2/Zfp36l1/Col12a1/Angpt1/Hdac1/Sox17",8
"GO:0007006","GO:0007006","mitochondrial membrane organization","10/1211","108/28943",0.0151611797400417,0.0390114773615251,0.0214158233723329,"Gimap5/Hk2/Eya2/Bcl2l11/Ier3/Bak1/Casp6/Bax/Stat3/Apool",10
"GO:0002430","GO:0002430","complement receptor mediated signaling pathway","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"C5ar1/C3ar1/Cmklr1",3
"GO:0002756","GO:0002756","MyD88-independent toll-like receptor signaling pathway","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Cd300lf/Irf7/Cd40",3
"GO:0003093","GO:0003093","regulation of glomerular filtration","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Pdgfb/Emp2/F2r",3
"GO:0007343","GO:0007343","egg activation","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Myh9/Cast/Plat",3
"GO:0016553","GO:0016553","base conversion or substitution editing","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Apobec1/Rbm47/Apobec3",3
"GO:0018158","GO:0018158","protein oxidation","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Lox/Loxl2/Loxl1",3
"GO:0030854","GO:0030854","positive regulation of granulocyte differentiation","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Ikzf1/Hcls1/Runx1",3
"GO:0031652","GO:0031652","positive regulation of heat generation","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Il1b/Ccr5/Ptgs2",3
"GO:0031915","GO:0031915","positive regulation of synaptic plasticity","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Mmp9/Cdc20/Ptgs2",3
"GO:0032725","GO:0032725","positive regulation of granulocyte macrophage colony-stimulating factor production","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Il1b/Rigi/Syk",3
"GO:0033327","GO:0033327","Leydig cell differentiation","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Pdgfra/Ccnd1/Sgpl1",3
"GO:0042402","GO:0042402","cellular biogenic amine catabolic process","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Moxd1/Paox/Sat1",3
"GO:0043589","GO:0043589","skin morphogenesis","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Col1a1/Col1a2/Itga6",3
"GO:0043922","GO:0043922","negative regulation by host of viral transcription","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Rest/Hdac1/Jun",3
"GO:0045136","GO:0045136","development of secondary sexual characteristics","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"B4galt1/Stat5a/Bax",3
"GO:0045144","GO:0045144","meiotic sister chromatid segregation","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Bub1b/Sgo2a/Stag3",3
"GO:0045603","GO:0045603","positive regulation of endothelial cell differentiation","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Atoh8/Acvrl1/Btg1",3
"GO:0051177","GO:0051177","meiotic sister chromatid cohesion","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Bub1b/Sgo2a/Stag3",3
"GO:0051549","GO:0051549","positive regulation of keratinocyte migration","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Serpine1/Mmp9/Hbegf",3
"GO:0051917","GO:0051917","regulation of fibrinolysis","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Serpine1/Plau/Plat",3
"GO:0060368","GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Ptprc/Lyn/Csk",3
"GO:0071236","GO:0071236","cellular response to antibiotic","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Pla2g4a/Crip1/Ezh2",3
"GO:0071803","GO:0071803","positive regulation of podosome assembly","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Lcp1/Msn/Arhgef5",3
"GO:0071888","GO:0071888","macrophage apoptotic process","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Ccr5/Cdkn2a/St6gal1",3
"GO:0090235","GO:0090235","regulation of metaphase plate congression","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Birc5/Cdca8/Spag5",3
"GO:0090557","GO:0090557","establishment of endothelial intestinal barrier","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Icam1/F11r/Myd88",3
"GO:1902931","GO:1902931","negative regulation of alcohol biosynthetic process","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"Plek/Rest/Nfkb1",3
"GO:2000774","GO:2000774","positive regulation of cellular senescence","3/1211","13/28943",0.0152535503341796,0.0390114773615251,0.0214158233723329,"B2m/Cgas/Abi3",3
"GO:0015807","GO:0015807","L-amino acid transport","7/1211","63/28943",0.015895639597132,0.0406350878062695,0.0223071240064487,"Slc1a5/Slc11a1/Slc38a5/Itgb1/Slc22a2/Slc7a11/Septin2",7
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","11/1211","125/28943",0.015923121874124,0.0406675835271854,0.0223249629263399,"Serpine1/Anxa2/Dab2/Ldlrap1/Cd63/Trf/B2m/Syk/Ophn1/Bmp2k/Angpt1",11
"GO:0051208","GO:0051208","sequestering of calcium ion","11/1211","125/28943",0.015923121874124,0.0406675835271854,0.0223249629263399,"Cxcl10/Ptprc/P2ry6/Ptpn6/Ccr5/Lyn/Flna/Capn3/Bax/F2r/Chd7",11
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","6/1211","49/28943",0.015966437453362,0.0406675835271854,0.0223249629263399,"Rrm2/Tyms/Upp1/Rrm1/Samhd1/Dera",6
"GO:0010332","GO:0010332","response to gamma radiation","6/1211","49/28943",0.015966437453362,0.0406675835271854,0.0223249629263399,"Apobec1/Ptprc/Cdkn1a/Bak1/Bax/Map3k20",6
"GO:0010677","GO:0010677","negative regulation of cellular carbohydrate metabolic process","6/1211","49/28943",0.015966437453362,0.0406675835271854,0.0223249629263399,"Enpp1/Plek/Nupr1/Ier3/Soga1/Stat3",6
"GO:0010799","GO:0010799","regulation of peptidyl-threonine phosphorylation","6/1211","49/28943",0.015966437453362,0.0406675835271854,0.0223249629263399,"Plk1/Irgm1/S1pr2/Igtp/Bmp7/Chil1",6
"GO:0060421","GO:0060421","positive regulation of heart growth","6/1211","49/28943",0.015966437453362,0.0406675835271854,0.0223249629263399,"Cdk1/Ccnb1/Ccn4/Edn1/Trip10/Igf1",6
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","6/1211","49/28943",0.015966437453362,0.0406675835271854,0.0223249629263399,"Flna/Nrp2/Plxnb2/Edn1/Nrp1/Sema3d",6
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","10/1211","109/28943",0.0160877034720239,0.0409578305212753,0.022484297531953,"Mmp14/Prrx2/Prrx1/Tgfbr2/Osr1/Pdgfra/Slc39a1/Bmp7/Gas1/Tgfbr1",10
"GO:0015833","GO:0015833","peptide transport","22/1211","320/28943",0.0161728157817578,0.0411558115373127,0.0225929816105189,"Anxa1/Birc5/Tap1/Cd38/Il1b/Abca1/Tap2/Mgst1/Tcirg1/Pde3b/Cpt1a/Rest/Sox4/Edn1/Nnat/Slc7a11/Hadh/Slc16a1/Anxa5/Slc13a3/Chd7/Serp1",22
"GO:0061097","GO:0061097","regulation of protein tyrosine kinase activity","8/1211","78/28943",0.0162023768092944,0.0412123126743225,0.0226239985945547,"Ptprc/Abi3/Adam17/Tgfa/Cav1/Pdgfb/Hbegf/Nedd9",8
"GO:0030509","GO:0030509","BMP signaling pathway","14/1211","176/28943",0.016310537234145,0.0413702647622463,0.022710708307825,"Foxd1/Ccn1/Cdh5/Msx1/Sulf1/Fstl1/Htra3/Acvrl1/Vsir/Id1/Cav1/Kdr/Bmp7/Rgmb",14
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","5/1211","36/28943",0.0163235645642857,0.0413702647622463,0.022710708307825,"Cd44/Cd24a/Lyn/Bax/Bcl2a1a",5
"GO:0022616","GO:0022616","DNA strand elongation","5/1211","36/28943",0.0163235645642857,0.0413702647622463,0.022710708307825,"Mcm3/Mcm7/Dna2/Mcm4/Lig1",5
"GO:0031069","GO:0031069","hair follicle morphogenesis","5/1211","36/28943",0.0163235645642857,0.0413702647622463,0.022710708307825,"Snai1/Ctsl/Lamc1/Runx1/Foxq1",5
"GO:0033273","GO:0033273","response to vitamin","5/1211","36/28943",0.0163235645642857,0.0413702647622463,0.022710708307825,"Spp1/Fes/Enpp1/Rbp1/Eif2ak2",5
"GO:0034122","GO:0034122","negative regulation of toll-like receptor signaling pathway","5/1211","36/28943",0.0163235645642857,0.0413702647622463,0.022710708307825,"Cd300lf/Rab7b/Trim30a/Trem2/Lyn",5
"GO:0045954","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","5/1211","36/28943",0.0163235645642857,0.0413702647622463,0.022710708307825,"Gimap5/Vav1/H2-M3/Nectin2/Stat5a",5
"GO:0097242","GO:0097242","amyloid-beta clearance","5/1211","36/28943",0.0163235645642857,0.0413702647622463,0.022710708307825,"C5ar1/Itgb2/Itgam/Trem2/Ifngr1",5
"GO:0001838","GO:0001838","embryonic epithelial tube formation","13/1211","159/28943",0.0164164643590931,0.0415868913954231,0.022829628123931,"Tgif1/Spint1/Vasp/Osr1/Pfn1/Plxnb2/Sox4/Adm/Bmp7/Zic5/Sdc4/Rara/Sall1",13
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","21/1211","302/28943",0.0164864351707938,0.0417452637394287,0.0229165685418715,"Enpp1/Ptafr/Igfbp3/P2ry6/Myof/Cd244a/B4galt1/Hk2/Plek/Pla2g4a/B3gnt8/Gusb/Dysf/Nupr1/Ier3/Soga1/Stat3/Pgd/Pgm2/Il6st/Igf1",21
"GO:0000305","GO:0000305","response to oxygen radical","4/1211","24/28943",0.0166013475663827,0.0419603554690024,0.0230346457540394,"Gch1/Nfe2l2/Nos3/Prdx1",4
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","4/1211","24/28943",0.0166013475663827,0.0419603554690024,0.0230346457540394,"Cdkn1a/Rps27l/Ccnd1/Rbm38",4
"GO:0043011","GO:0043011","myeloid dendritic cell differentiation","4/1211","24/28943",0.0166013475663827,0.0419603554690024,0.0230346457540394,"Gimap5/Ltbr/Spi1/Tgfbr2",4
"GO:2000629","GO:2000629","negative regulation of miRNA metabolic process","4/1211","24/28943",0.0166013475663827,0.0419603554690024,0.0230346457540394,"Rest/Pdgfb/Rara/Tgfbr1",4
"GO:0009612","GO:0009612","response to mechanical stimulus","14/1211","177/28943",0.0170539040292532,0.0429532966315201,0.023579732841066,"Cxcr4/Col1a1/Cnn2/F11r/Mdk/Rest/Bag3/Gsn/Cav1/Nos3/Nfkbia/Nfkb1/Jun/Igf1",14
"GO:0019730","GO:0019730","antimicrobial humoral response","14/1211","177/28943",0.0170539040292532,0.0429532966315201,0.023579732841066,"Lgals3/Cxcl10/Ccl12/Cxcl1/Pf4/Jchain/Wfdc17/Trf/Ighm/B2m/Cxcl5/Bcl3/Adm/Rps19",14
"GO:0055088","GO:0055088","lipid homeostasis","14/1211","177/28943",0.0170539040292532,0.0429532966315201,0.023579732841066,"Angptl4/Tspo/Trem2/Ldlrap1/Cd24a/Cebpa/Abca1/Rbp1/Npc2/Lima1/Cav1/Abhd5/Scarb1/Soat1",14
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","10/1211","110/28943",0.0170555493141404,0.0429532966315201,0.023579732841066,"Anxa1/Dab2/Ccn1/Il1b/Pla2g4a/Prkcd/Adgrf5/Scarb1/Ptgs2/Igf1",10
"GO:0055006","GO:0055006","cardiac cell development","10/1211","110/28943",0.0170555493141404,0.0429532966315201,0.023579732841066,"Tbx18/Pdgfra/Jag1/Ccn4/Edn1/Pdlim5/Trip10/Akap13/Igf1/Pdgfrb",10
"GO:0072163","GO:0072163","mesonephric epithelium development","10/1211","110/28943",0.0170555493141404,0.0429532966315201,0.023579732841066,"Cd44/Foxd1/Vcan/Pgf/Foxc1/Osr1/Timeless/Bmp7/Rara/Sall1",10
"GO:0072164","GO:0072164","mesonephric tubule development","10/1211","110/28943",0.0170555493141404,0.0429532966315201,0.023579732841066,"Cd44/Foxd1/Vcan/Pgf/Foxc1/Osr1/Timeless/Bmp7/Rara/Sall1",10
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","10/1211","110/28943",0.0170555493141404,0.0429532966315201,0.023579732841066,"Cdc20/Aurka/Dab2/Plk1/Ecscr/Trem2/Nupr1/Cav1/Il33/Rack1",10
"GO:0033344","GO:0033344","cholesterol efflux","7/1211","64/28943",0.0172231190954524,0.0433168792337803,0.0237793259177163,"Trem2/Abca1/Npc2/Cav1/Nfkbia/Scarb1/Soat1",7
"GO:0060193","GO:0060193","positive regulation of lipase activity","7/1211","64/28943",0.0172231190954524,0.0433168792337803,0.0237793259177163,"Ccn1/Ptafr/Rhoc/Cd86/Pdgfra/Abhd5/Pdgfrb",7
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","7/1211","64/28943",0.0172231190954524,0.0433168792337803,0.0237793259177163,"Lgals9/Rbpms/Dab2/Tgfbr2/Acvrl1/Bmp7/Tgfbr1",7
"GO:0061180","GO:0061180","mammary gland epithelium development","8/1211","79/28943",0.0173882978813133,0.0437126824206623,0.0239966068748541,"Msx1/Cebpb/Ccnd1/Stat5a/Csf1/Cdkn2a/Orai1/Bax",8
"GO:0098727","GO:0098727","maintenance of cell number","16/1211","213/28943",0.017687033076044,0.0444437291426301,0.0243979238342068,"Loxl2/Spi1/Prrx1/Rest/Sox4/Cdkn2a/Taf6l/Tcf7l1/Tead1/Stat3/Bmp7/Hdac1/Klf4/Igf1/Ezh2/Sall1",16
"GO:0065004","GO:0065004","protein-DNA complex assembly","14/1211","178/28943",0.0178228115585219,0.0447648284929511,0.0245741952147474,"Hells/Cenpi/Asf1b/Ikzf1/Taf6/Mcm2/Cenph/Baz1a/Cenpa/H1f2/Taf6l/Anp32b/Cenpw/H2bc4",14
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","9/1211","95/28943",0.0180169119576731,0.0452320591102317,0.0248306871256048,"Tspo/Trem2/Nupr1/Ier3/Lacc1/Nos3/Stat3/Gpd1/Igf1",9
"GO:0014897","GO:0014897","striated muscle hypertrophy","10/1211","111/28943",0.0180657321574482,0.045334303680048,0.0248868155215554,"Tnfrsf1b/Tnfrsf1a/Ccn4/Edn1/Pdlim5/Trip10/Akap13/P2rx4/Igf1/Ezh2",10
"GO:0002724","GO:0002724","regulation of T cell cytokine production","5/1211","37/28943",0.0182413335666607,0.045631848730177,0.025050156483494,"Rsad2/Il1b/Tnfrsf1b/B2m/Vsir",5
"GO:0007095","GO:0007095","mitotic G2 DNA damage checkpoint signaling","5/1211","37/28943",0.0182413335666607,0.045631848730177,0.025050156483494,"Cdk1/Clspn/Plk1/Cdkn1a/Ier3",5
"GO:0007435","GO:0007435","salivary gland morphogenesis","5/1211","37/28943",0.0182413335666607,0.045631848730177,0.025050156483494,"Tgm2/Nrp1/Cdh1/Pdgfb/Bmp7",5
"GO:0035329","GO:0035329","hippo signaling","5/1211","37/28943",0.0182413335666607,0.045631848730177,0.025050156483494,"Wwtr1/Mob1a/Limd1/Tead1/Amotl1",5
"GO:0045746","GO:0045746","negative regulation of Notch signaling pathway","5/1211","37/28943",0.0182413335666607,0.045631848730177,0.025050156483494,"Mmp14/Tcim/Bmp7/Egfl7/Nfkbia",5
"GO:0046677","GO:0046677","response to antibiotic","5/1211","37/28943",0.0182413335666607,0.045631848730177,0.025050156483494,"Pla2g4a/Ets1/Crip1/Id1/Ezh2",5
"GO:1904738","GO:1904738","vascular associated smooth muscle cell migration","5/1211","37/28943",0.0182413335666607,0.045631848730177,0.025050156483494,"Enpp1/Adamts1/Nfe2l2/Pdgfb/Iqgap1",5
"GO:0009743","GO:0009743","response to carbohydrate","16/1211","214/28943",0.0184011895309136,0.0460111886440389,0.025258399727349,"Birc5/Enpp1/Il1b/Icam1/Slc12a7/Ncf2/Pde3b/Zfp36l1/Sox4/Casp6/Aqp4/Nnat/Vcam1/Nfkb1/Igf1/Rack1",16
"GO:1901264","GO:1901264","carbohydrate derivative transport","7/1211","65/28943",0.0186268545907742,0.0464959485156889,0.025524514534872,"Lbp/Slc25a24/Slc29a3/Abcc4/Scarb1/Gjb1/Abcb1a",7
"GO:0030048","GO:0030048","actin filament-based movement","11/1211","128/28943",0.018691728475296,0.0464959485156889,0.025524514534872,"Myo1f/Flna/Myh9/Wipf1/Myo1c/Kcne1l/Gsn/Cav1/Emp2/Acta2/Myo1d",11
"GO:0048565","GO:0048565","digestive tract development","11/1211","128/28943",0.018691728475296,0.0464959485156889,0.025524514534872,"Aldh1a2/Pdgfra/Rb1/Prdm1/Hlx/Sox10/Cdh1/Nkx2-2/Il6st/Sox17/Sall1",11
"GO:0002517","GO:0002517","T cell tolerance induction","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Tgfbr2/Cd86/Runx1",3
"GO:0002551","GO:0002551","mast cell chemotaxis","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Rac2/Pgf/Swap70",3
"GO:0002829","GO:0002829","negative regulation of type 2 immune response","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Anxa1/Irf1/Hlx",3
"GO:0002866","GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Fcgr1/Fcer1g/Fcgr3",3
"GO:0006750","GO:0006750","glutathione biosynthetic process","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Nfe2l2/Ggt5/Slc7a11",3
"GO:0009310","GO:0009310","amine catabolic process","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Moxd1/Paox/Sat1",3
"GO:0010940","GO:0010940","positive regulation of necrotic cell death","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Tspo/Ripk1/Casp6",3
"GO:0019511","GO:0019511","peptidyl-proline hydroxylation","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Crtap/P4ha3/P4hb",3
"GO:0032494","GO:0032494","response to peptidoglycan","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"C5ar1/Trem2/Myd88",3
"GO:0032769","GO:0032769","negative regulation of monooxygenase activity","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Cav1/Nfkb1/Gla",3
"GO:0035791","GO:0035791","platelet-derived growth factor receptor-beta signaling pathway","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Lox/Pdgfb/Pdgfrb",3
"GO:0045060","GO:0045060","negative thymic T cell selection","3/1211","14/28943",0.0188191957302386,0.0464959485156889,0.025524514534872,"Dock2/Ptprc/Fas",3
